Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student779,M,97,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,4,22
Student780,M,77,Too much theory;,4,22
Student781,F,79,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,6,26
Student782,M,80,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ?",10,48
Student783,F,91,The Data Science lab sessions provide valuable hands-on experience.:,12,55
Student784,M,98,Enjoyed the lectures:,12,55
Student785,M,72,I would like more resources for self-study in Data Science.:,10,50
Student786,M,96,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",10,51
Student787,M,100,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,44
Student788,F,71,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",3,17
Student789,F,95,"The Data Science lab sessions provide valuable hands-on experience.,",1,8
Student790,F,96,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",14,68
Student791,F,83,"I find the Data Science course material engaging and relevant.,",8,35
Student792,F,73,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",7,35
Student793,M,86,"The Data Science lab sessions provide valuable hands-on experience.,",2,5
Student794,M,86,Interesting topics:,5,21
Student795,M,90,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,12,65
Student796,M,95,Too much theory:,12,58
Student797,F,78,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",10,48
Student798,F,97,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.?,4,20
Student799,M,90,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",9,47
Student800,F,91,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,4,17
Student801,F,95,The Data Science assignments are challenging but rewarding.?,5,25
Student802,F,78,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",8,37
Student803,M,72,The Data Science lab sessions provide valuable hands-on experience.?,3,11
Student804,F,97,The Data Science lab sessions provide valuable hands-on experience.:,6,28
Student805,M,100,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,6,28
Student806,F,73,"Too much theory,",14,66
Student807,M,71,Needs more practical sessions:,7,40
Student808,M,83,Great course!;,9,42
Student809,M,89,The Data Science lab sessions provide valuable hands-on experience.?,11,58
Student810,M,77,The instructor explanations in Data Science lectures are clear and easy to understand.?,3,19
Student811,M,87,The instructor explanations in Data Science lectures are clear and easy to understand.!,13,68
Student812,F,73,The Data Science lab sessions provide valuable hands-on experience.:,14,74
Student813,M,77,"Too much theory,",5,26
Student814,F,76,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,5,21
Student815,F,94,"Enjoyed the lectures,",5,24
Student816,M,84,Too much theory?,6,32
Student817,F,99,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further!,1,0
Student818,F,84,Too much theory;,15,70
Student819,F,71,"I am enjoying learning about Data Science and its applications.,",13,70
